vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2.0,2020-01-30T15:08:09.000,2020-01-30T15:36:42.000,1.0,3.35,1.0,N,234,140,2.0,18.0,0.0,0.5,0.0,0.0,0.3,21.3,2.5
2.0,2020-01-30T15:39:25.000,2020-01-30T15:53:50.000,1.0,1.72,1.0,N,140,236,1.0,10.5,0.0,0.5,2.76,0.0,0.3,16.56,2.5
1.0,2020-01-30T15:01:53.000,2020-01-30T15:54:25.000,1.0,17.5,1.0,N,138,68,2.0,53.5,2.5,0.5,0.0,6.12,0.3,62.92,2.5
1.0,2020-01-30T15:56:09.000,2020-01-30T16:10:20.000,1.0,1.1,1.0,N,100,170,2.0,10.0,3.5,0.5,0.0,0.0,0.3,14.3,2.5
2.0,2020-01-30T15:12:16.000,2020-01-30T15:29:13.000,6.0,3.06,1.0,N,237,226,1.0,14.0,0.0,0.5,2.0,0.0,0.3,19.3,2.5
2.0,2020-01-30T15:28:41.000,2020-01-30T15:36:08.000,6.0,0.82,1.0,N,50,163,1.0,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5
2.0,2020-01-30T15:50:21.000,2020-01-30T16:27:41.000,6.0,8.77,1.0,N,170,138,1.0,30.0,0.0,0.5,7.88,6.12,0.3,47.3,2.5
2.0,2020-01-30T15:25:45.000,2020-01-30T15:43:10.000,1.0,1.5,1.0,N,186,234,1.0,11.5,0.0,0.5,2.96,0.0,0.3,17.76,2.5
2.0,2020-01-30T15:44:27.000,2020-01-30T16:06:28.000,1.0,1.69,1.0,N,234,163,1.0,14.0,0.0,0.5,3.46,0.0,0.3,20.76,2.5
1.0,2020-01-30T15:55:36.000,2020-01-30T16:23:11.000,1.0,9.4,1.0,N,138,229,1.0,29.0,3.5,0.5,5.0,6.12,0.3,44.42,2.5
2.0,2020-01-30T15:16:48.000,2020-01-30T15:19:43.000,1.0,0.48,1.0,N,141,263,1.0,4.0,0.0,0.5,1.0,0.0,0.3,8.3,2.5
2.0,2020-01-30T15:24:55.000,2020-01-30T15:35:02.000,1.0,0.81,1.0,N,236,75,1.0,7.5,0.0,0.5,1.5,0.0,0.3,12.3,2.5
2.0,2020-01-30T15:12:58.000,2020-01-30T15:15:36.000,1.0,0.46,1.0,N,249,249,1.0,4.0,0.0,0.5,1.82,0.0,0.3,9.12,2.5
2.0,2020-01-30T15:40:46.000,2020-01-30T15:52:45.000,1.0,2.71,1.0,N,13,246,1.0,11.5,0.0,0.5,2.96,0.0,0.3,17.76,2.5
2.0,2020-01-30T15:57:38.000,2020-01-30T16:31:37.000,1.0,16.22,3.0,N,50,1,1.0,62.5,0.0,0.0,22.97,13.75,0.3,99.52,0.0
2.0,2020-01-30T15:18:00.000,2020-01-30T15:54:35.000,1.0,16.98,1.0,N,132,217,2.0,46.5,0.0,0.5,0.0,0.0,0.3,47.3,0.0
2.0,2020-01-30T15:50:09.000,2020-01-30T15:54:25.000,5.0,0.7,1.0,N,234,170,1.0,5.0,0.0,0.5,1.0,0.0,0.3,9.3,2.5
1.0,2020-01-30T15:23:43.000,2020-01-30T16:14:54.000,1.0,20.8,1.0,N,132,49,1.0,58.0,0.0,0.5,14.65,0.0,0.3,73.45,0.0
2.0,2020-01-30T15:10:27.000,2020-01-30T15:19:13.000,1.0,1.08,1.0,N,170,234,1.0,7.0,0.0,0.5,1.54,0.0,0.3,11.84,2.5
2.0,2020-01-30T15:17:58.000,2020-01-30T15:29:13.000,1.0,1.6,1.0,N,163,68,1.0,9.0,0.0,0.5,2.46,0.0,0.3,14.76,2.5
2.0,2020-01-30T15:40:53.000,2020-01-30T15:50:58.000,1.0,1.23,1.0,N,230,233,1.0,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
2.0,2020-01-30T15:29:13.000,2020-01-30T15:58:03.000,1.0,9.86,2.0,N,93,90,2.0,52.0,0.0,0.5,0.0,6.12,0.3,61.42,2.5
1.0,2020-01-30T15:47:33.000,2020-01-30T16:00:56.000,1.0,2.0,1.0,N,114,100,1.0,10.5,2.5,0.5,1.2,0.0,0.3,15.0,2.5
2.0,2020-01-30T15:38:10.000,2020-01-30T15:50:58.000,1.0,1.98,1.0,N,48,239,1.0,10.0,0.0,0.5,2.66,0.0,0.3,15.96,2.5
2.0,2020-01-30T15:20:14.000,2020-01-30T15:39:46.000,3.0,3.5,1.0,N,148,246,1.0,15.0,0.0,0.5,3.66,0.0,0.3,21.96,2.5
2.0,2020-01-30T15:45:19.000,2020-01-30T16:15:15.000,1.0,6.47,1.0,N,186,157,2.0,23.5,0.0,0.5,0.0,6.12,0.3,32.92,2.5
1.0,2020-01-30T15:14:17.000,2020-01-30T15:33:00.000,1.0,2.1,1.0,N,229,68,2.0,13.0,2.5,0.5,0.0,0.0,0.3,16.3,2.5
1.0,2020-01-30T15:37:14.000,2020-01-30T15:44:37.000,1.0,1.5,1.0,N,68,249,1.0,7.0,3.5,0.5,2.83,0.0,0.3,14.13,2.5
2.0,2020-01-30T15:55:07.000,2020-01-30T16:02:38.000,1.0,0.9,1.0,N,239,236,2.0,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5
1.0,2020-01-30T15:40:53.000,2020-01-30T16:09:19.000,1.0,7.9,1.0,N,138,233,1.0,27.5,2.5,0.5,7.08,6.12,0.3,44.0,2.5
2.0,2020-01-30T15:02:51.000,2020-01-30T15:47:10.000,1.0,11.47,1.0,N,132,72,2.0,38.5,0.0,0.5,0.0,0.0,0.3,39.3,0.0
1.0,2020-01-30T15:07:35.000,2020-01-30T15:17:39.000,1.0,1.6,1.0,N,137,229,1.0,8.5,2.5,0.5,2.95,0.0,0.3,14.75,2.5
1.0,2020-01-30T15:25:51.000,2020-01-30T15:43:46.000,3.0,2.2,1.0,N,141,238,1.0,12.5,2.5,0.5,3.15,0.0,0.3,18.95,2.5
2.0,2020-01-30T15:02:38.000,2020-01-30T15:32:36.000,1.0,3.88,1.0,N,239,234,1.0,19.5,0.0,0.5,4.56,0.0,0.3,27.36,2.5
2.0,2020-01-30T15:33:46.000,2020-01-30T15:57:19.000,1.0,2.69,1.0,N,234,141,1.0,15.5,0.0,0.5,3.76,0.0,0.3,22.56,2.5
2.0,2020-01-30T15:05:45.000,2020-01-30T15:13:24.000,1.0,0.97,1.0,N,48,100,1.0,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5
2.0,2020-01-30T15:01:12.000,2020-01-30T15:13:09.000,3.0,1.49,1.0,N,50,142,1.0,9.0,0.0,0.5,2.46,0.0,0.3,14.76,2.5
2.0,2020-01-30T15:16:23.000,2020-01-30T15:26:51.000,3.0,1.27,1.0,N,142,50,1.0,8.5,0.0,0.5,1.0,0.0,0.3,12.8,2.5
2.0,2020-01-30T15:50:17.000,2020-01-30T15:59:59.000,3.0,1.23,1.0,N,239,237,2.0,8.0,0.0,0.5,0.0,0.0,0.3,11.3,2.5
2.0,2020-01-30T15:33:50.000,2020-01-30T15:36:17.000,1.0,0.37,1.0,N,166,24,1.0,4.0,0.0,0.5,1.44,0.0,0.3,6.24,0.0
2.0,2020-01-30T15:50:06.000,2020-01-30T15:58:07.000,1.0,0.79,1.0,N,238,151,2.0,6.0,0.0,0.5,0.0,0.0,0.3,6.8,0.0
2.0,2020-01-30T15:11:58.000,2020-01-30T15:56:10.000,1.0,13.43,1.0,N,170,194,1.0,42.0,0.0,0.5,12.86,6.12,0.3,64.28,2.5
2.0,2020-01-30T15:19:51.000,2020-01-30T15:27:38.000,1.0,0.83,1.0,N,263,141,1.0,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5
2.0,2020-01-30T15:28:39.000,2020-01-30T15:42:24.000,1.0,2.1,1.0,N,141,75,1.0,10.5,0.0,0.5,2.76,0.0,0.3,16.56,2.5
2.0,2020-01-30T15:56:26.000,2020-01-30T16:01:07.000,1.0,0.37,1.0,N,236,236,1.0,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5
2.0,2020-01-30T15:20:33.000,2020-01-30T15:31:38.000,2.0,1.42,1.0,N,68,158,1.0,9.0,0.0,0.5,2.46,0.0,0.3,14.76,2.5
2.0,2020-01-30T15:40:30.000,2020-01-30T16:01:22.000,2.0,2.83,1.0,N,68,231,1.0,14.5,0.0,0.5,3.56,0.0,0.3,21.36,2.5
2.0,2020-01-30T15:18:19.000,2020-01-30T15:27:05.000,1.0,0.69,1.0,N,231,144,1.0,7.0,0.0,0.5,1.54,0.0,0.3,11.84,2.5
2.0,2020-01-30T15:29:20.000,2020-01-30T15:33:29.000,1.0,0.96,1.0,N,144,79,1.0,5.5,0.0,0.5,1.2,0.0,0.3,10.0,2.5
2.0,2020-01-30T15:44:06.000,2020-01-30T16:07:06.000,1.0,2.27,1.0,N,170,249,2.0,15.0,0.0,0.5,0.0,0.0,0.3,18.3,2.5
2.0,2020-01-30T15:18:18.000,2020-01-30T15:26:37.000,2.0,1.12,1.0,N,249,144,2.0,7.5,0.0,0.5,0.0,0.0,0.3,10.8,2.5
2.0,2020-01-30T15:04:14.000,2020-01-30T15:32:12.000,1.0,8.41,1.0,N,138,164,2.0,28.0,0.0,0.5,0.0,6.12,0.3,37.42,2.5
2.0,2020-01-30T15:33:10.000,2020-01-30T15:46:49.000,1.0,2.0,1.0,N,164,237,1.0,10.5,0.0,0.5,2.76,0.0,0.3,16.56,2.5
2.0,2020-01-30T15:49:32.000,2020-01-30T16:06:45.000,1.0,2.2,1.0,N,43,107,2.0,12.5,0.0,0.5,0.0,0.0,0.3,15.8,2.5
2.0,2020-01-30T15:04:22.000,2020-01-30T15:31:58.000,1.0,3.47,1.0,N,100,140,2.0,19.0,0.0,0.5,0.0,0.0,0.3,22.3,2.5
2.0,2020-01-30T15:46:55.000,2020-01-30T15:57:13.000,1.0,1.07,1.0,N,162,161,1.0,8.0,0.0,0.5,2.26,0.0,0.3,13.56,2.5
2.0,2020-01-30T15:41:05.000,2020-01-30T15:51:47.000,2.0,1.99,1.0,N,24,239,1.0,9.5,0.0,0.5,3.84,0.0,0.3,16.64,2.5
1.0,2020-01-30T15:00:49.000,2020-01-30T15:07:15.000,1.0,1.0,1.0,N,211,232,1.0,6.0,2.5,0.5,1.85,0.0,0.3,11.15,2.5
1.0,2020-01-30T15:16:31.000,2020-01-30T15:28:15.000,1.0,1.2,1.0,N,113,211,1.0,9.0,2.5,0.5,2.45,0.0,0.3,14.75,2.5
1.0,2020-01-30T15:38:28.000,2020-01-30T16:02:18.000,1.0,3.4,1.0,N,107,236,1.0,16.5,2.5,0.5,2.5,0.0,0.3,22.3,2.5
2.0,2020-01-30T15:09:23.000,2020-01-30T15:20:37.000,1.0,1.53,1.0,N,100,163,1.0,9.0,0.0,0.5,2.46,0.0,0.3,14.76,2.5
2.0,2020-01-30T15:32:07.000,2020-01-30T15:42:48.000,1.0,1.59,1.0,N,230,143,1.0,9.0,0.0,0.5,2.46,0.0,0.3,14.76,2.5
,2020-07-02T13:51:00.000,2020-07-02T14:06:00.000,,2.63,,,161,113,,13.89,0.0,0.5,1.91,0.0,0.3,19.1,2.5
2.0,2020-01-30T15:57:46.000,2020-01-30T16:05:13.000,1.0,1.31,1.0,N,163,186,1.0,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
2.0,2020-01-30T15:07:31.000,2020-01-30T15:16:56.000,2.0,1.16,1.0,N,43,239,2.0,8.0,0.0,0.5,0.0,0.0,0.3,11.3,2.5
2.0,2020-01-30T15:18:09.000,2020-01-30T15:21:41.000,2.0,0.65,1.0,N,239,238,1.0,4.5,0.0,0.5,1.0,0.0,0.3,8.8,2.5
1.0,2020-01-30T15:15:48.000,2020-01-30T15:26:46.000,1.0,1.3,1.0,Y,230,186,1.0,8.5,2.5,0.5,5.0,0.0,0.3,16.8,2.5
1.0,2020-01-30T15:48:13.000,2020-01-30T15:52:17.000,1.0,0.7,1.0,N,233,229,2.0,4.5,2.5,0.5,0.0,0.0,0.3,7.8,2.5
2.0,2020-01-30T15:37:48.000,2020-01-30T15:50:36.000,1.0,1.82,1.0,N,163,143,1.0,10.0,0.0,0.5,2.66,0.0,0.3,15.96,2.5
2.0,2020-01-30T15:09:11.000,2020-01-30T15:26:25.000,1.0,1.82,1.0,N,43,161,2.0,12.0,0.0,0.5,0.0,0.0,0.3,15.3,2.5
2.0,2020-01-30T15:28:49.000,2020-01-30T15:41:25.000,1.0,1.57,1.0,N,161,142,1.0,10.0,0.0,0.5,2.66,0.0,0.3,15.96,2.5
2.0,2020-01-30T15:58:39.000,2020-01-30T16:16:11.000,1.0,1.49,1.0,N,142,237,2.0,11.5,0.0,0.5,0.0,0.0,0.3,14.8,2.5
2.0,2020-01-30T15:14:48.000,2020-01-30T15:58:21.000,1.0,8.8,1.0,N,138,48,1.0,36.0,0.0,0.5,5.0,6.12,0.3,50.42,2.5
2.0,2020-01-30T15:38:30.000,2020-01-30T16:36:55.000,1.0,27.29,5.0,N,265,138,2.0,160.0,0.0,0.0,0.0,0.0,0.3,160.3,0.0
2.0,2020-01-30T15:24:59.000,2020-01-30T16:37:21.000,1.0,20.74,2.0,N,132,262,1.0,52.0,0.0,0.5,10.0,6.12,0.3,71.42,2.5
1.0,2020-01-30T15:01:56.000,2020-01-30T15:11:41.000,1.0,1.0,1.0,N,236,237,1.0,8.0,2.5,0.5,2.25,0.0,0.3,13.55,2.5
1.0,2020-01-30T15:25:58.000,2020-01-30T15:49:19.000,1.0,2.1,1.0,N,237,239,2.0,15.5,2.5,0.5,0.0,0.0,0.3,18.8,2.5
1.0,2020-01-30T15:53:01.000,2020-01-30T16:04:08.000,1.0,2.0,1.0,N,238,166,1.0,10.0,2.5,0.5,2.0,0.0,0.3,15.3,2.5
2.0,2020-01-30T15:41:51.000,2020-01-30T15:44:26.000,1.0,0.45,1.0,N,100,68,1.0,4.0,0.0,0.5,1.1,0.0,0.3,8.4,2.5
2.0,2020-01-30T15:03:21.000,2020-01-30T15:13:56.000,1.0,1.25,1.0,N,161,48,2.0,8.0,0.0,0.5,0.0,0.0,0.3,11.3,2.5
2.0,2020-01-30T15:33:22.000,2020-01-30T15:48:15.000,1.0,1.91,1.0,N,249,161,2.0,11.0,0.0,0.5,0.0,0.0,0.3,14.3,2.5
2.0,2020-01-30T15:21:37.000,2020-01-30T15:22:06.000,1.0,0.07,1.0,N,37,37,2.0,2.5,0.0,0.5,0.0,0.0,0.3,3.3,0.0
2.0,2020-01-30T15:02:53.000,2020-01-30T15:11:15.000,1.0,1.23,1.0,N,114,186,1.0,7.0,0.0,0.5,3.09,0.0,0.3,13.39,2.5
2.0,2020-01-30T15:14:32.000,2020-01-30T15:27:17.000,1.0,1.54,1.0,N,100,50,1.0,9.5,0.0,0.5,3.2,0.0,0.3,16.0,2.5
2.0,2020-01-30T15:39:50.000,2020-01-30T15:44:59.000,1.0,0.93,1.0,N,246,48,1.0,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5
2.0,2020-01-30T15:52:26.000,2020-01-30T15:56:04.000,1.0,0.49,1.0,N,163,230,1.0,4.5,0.0,0.5,1.0,0.0,0.3,8.8,2.5
2.0,2020-01-30T14:58:25.000,2020-01-30T15:16:37.000,1.0,8.43,1.0,N,132,93,2.0,24.0,0.0,0.5,0.0,0.0,0.3,24.8,0.0
2.0,2020-01-30T15:04:06.000,2020-01-30T15:17:44.000,1.0,1.78,1.0,N,113,170,2.0,10.5,0.0,0.5,0.0,0.0,0.3,13.8,2.5
2.0,2020-01-30T15:23:31.000,2020-01-30T15:50:55.000,1.0,9.49,1.0,N,162,138,1.0,28.5,0.0,0.5,5.0,6.12,0.3,42.92,2.5
2.0,2020-01-30T15:27:33.000,2020-01-30T15:46:37.000,1.0,1.66,1.0,N,137,230,2.0,12.0,0.0,0.5,0.0,0.0,0.3,15.3,2.5
2.0,2020-01-30T15:53:24.000,2020-01-30T15:56:29.000,1.0,0.4,1.0,N,230,100,1.0,4.0,0.0,0.5,2.19,0.0,0.3,9.49,2.5
1.0,2020-01-30T15:29:33.000,2020-01-30T15:44:39.000,1.0,1.3,1.0,N,170,162,1.0,10.0,2.5,0.5,2.66,0.0,0.3,15.96,2.5
1.0,2020-01-30T15:36:22.000,2020-01-30T15:41:40.000,0.0,0.5,1.0,N,68,164,1.0,5.0,2.5,0.5,1.65,0.0,0.3,9.95,2.5
1.0,2020-01-30T15:47:28.000,2020-01-30T15:58:33.000,0.0,0.8,1.0,N,186,161,1.0,8.0,2.5,0.5,2.25,0.0,0.3,13.55,2.5
2.0,2020-01-30T15:49:33.000,2020-01-30T17:05:03.000,2.0,21.1,2.0,N,132,13,1.0,52.0,0.0,0.5,15.36,6.12,0.3,76.78,2.5
2.0,2020-01-30T15:13:34.000,2020-01-30T15:47:55.000,1.0,8.52,1.0,N,231,262,1.0,29.5,0.0,0.5,6.56,0.0,0.3,39.36,2.5
2.0,2020-01-30T15:47:49.000,2020-01-30T16:03:49.000,1.0,1.65,1.0,N,236,237,2.0,11.0,0.0,0.5,0.0,0.0,0.3,14.3,2.5
1.0,2020-01-30T15:33:07.000,2020-01-30T15:36:34.000,1.0,0.5,1.0,N,142,142,1.0,4.5,2.5,0.5,0.5,0.0,0.3,8.3,2.5
1.0,2020-01-30T15:51:12.000,2020-01-30T15:55:59.000,1.0,0.5,1.0,N,100,68,1.0,5.0,2.5,0.5,2.5,0.0,0.3,10.8,2.5
2.0,2020-01-30T15:20:56.000,2020-01-30T15:25:44.000,1.0,0.7,1.0,N,170,161,1.0,5.0,0.0,0.5,1.11,0.0,0.3,9.41,2.5
2.0,2020-01-30T15:28:29.000,2020-01-30T15:46:49.000,1.0,2.0,1.0,N,161,236,1.0,12.5,0.0,0.5,3.16,0.0,0.3,18.96,2.5
2.0,2020-01-30T15:34:25.000,2020-01-30T16:25:30.000,1.0,9.23,1.0,N,138,239,1.0,37.5,0.0,0.5,9.38,6.12,0.3,56.3,2.5
2.0,2020-01-30T15:29:15.000,2020-01-30T15:45:09.000,1.0,3.37,1.0,N,170,148,1.0,14.5,0.0,0.5,3.56,0.0,0.3,21.36,2.5
1.0,2020-01-30T15:48:24.000,2020-01-30T15:56:46.000,1.0,0.8,1.0,N,231,13,2.0,6.5,3.5,0.5,0.0,0.0,0.3,10.8,2.5
2.0,2020-01-30T15:08:23.000,2020-01-30T15:18:32.000,1.0,1.41,1.0,N,170,234,1.0,8.0,0.0,0.5,2.26,0.0,0.3,13.56,2.5
2.0,2020-01-30T15:24:22.000,2020-01-30T15:29:44.000,1.0,0.81,1.0,N,90,164,1.0,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5
2.0,2020-01-30T15:55:23.000,2020-01-30T15:58:40.000,1.0,0.61,1.0,N,90,186,1.0,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5
1.0,2020-01-30T15:37:04.000,2020-01-30T15:41:32.000,2.0,0.7,1.0,N,230,230,2.0,5.0,2.5,0.5,0.0,0.0,0.3,8.3,2.5
1.0,2020-01-30T15:57:03.000,2020-01-30T16:02:51.000,1.0,0.7,1.0,N,48,142,2.0,5.5,3.5,0.5,0.0,0.0,0.3,9.8,2.5
2.0,2020-01-30T15:10:17.000,2020-01-30T15:27:44.000,1.0,2.08,1.0,N,238,142,1.0,12.5,0.0,0.5,3.16,0.0,0.3,18.96,2.5
2.0,2020-01-30T15:24:27.000,2020-01-30T16:14:47.000,1.0,15.96,2.0,N,164,132,1.0,52.0,0.0,0.5,12.28,6.12,0.3,73.7,2.5
2.0,2020-01-30T15:38:06.000,2020-01-30T16:00:29.000,2.0,1.72,1.0,N,142,162,1.0,14.0,0.0,0.5,2.58,0.0,0.3,19.88,2.5
2.0,2020-01-30T15:00:27.000,2020-01-30T15:18:29.000,1.0,2.14,1.0,N,237,238,1.0,13.0,0.0,0.5,3.26,0.0,0.3,19.56,2.5
2.0,2020-01-30T15:30:18.000,2020-01-30T15:36:33.000,1.0,0.76,1.0,N,142,163,1.0,6.0,0.0,0.5,2.79,0.0,0.3,12.09,2.5
2.0,2020-01-30T15:41:00.000,2020-01-30T16:15:50.000,1.0,9.01,3.0,N,163,265,1.0,48.0,0.0,0.0,8.0,13.75,0.3,70.05,0.0
1.0,2020-01-30T15:04:17.000,2020-01-30T15:33:28.000,1.0,0.0,1.0,N,263,42,1.0,19.2,0.0,0.5,0.0,0.0,0.3,20.0,0.0
1.0,2020-01-30T15:38:43.000,2020-01-30T15:42:03.000,1.0,0.7,1.0,N,42,42,2.0,4.5,0.0,0.5,0.0,0.0,0.3,5.3,0.0
1.0,2020-01-30T15:51:33.000,2020-01-30T15:55:07.000,1.0,0.5,1.0,N,166,166,1.0,4.5,1.0,0.5,2.0,0.0,0.3,8.3,0.0
2.0,2020-01-30T15:53:42.000,2020-01-30T16:11:46.000,1.0,3.55,5.0,N,226,164,2.0,62.0,0.0,0.0,0.0,6.12,0.3,70.92,2.5
1.0,2020-01-30T15:44:56.000,2020-01-30T15:54:18.000,1.0,1.0,1.0,N,113,79,2.0,7.5,2.5,0.5,0.0,0.0,0.3,10.8,2.5
1.0,2020-01-30T15:57:29.000,2020-01-30T16:04:56.000,1.0,1.2,1.0,N,79,234,1.0,7.0,3.5,0.5,2.8,0.0,0.3,14.1,2.5
1.0,2020-01-30T15:42:18.000,2020-01-30T15:47:28.000,1.0,0.8,1.0,N,50,230,1.0,5.5,2.5,0.5,1.75,0.0,0.3,10.55,2.5
1.0,2020-01-30T15:04:23.000,2020-01-30T15:15:16.000,2.0,0.9,1.0,N,230,48,2.0,8.0,2.5,0.5,0.0,0.0,0.3,11.3,2.5
1.0,2020-01-30T15:20:35.000,2020-01-30T15:42:06.000,1.0,2.7,1.0,N,230,263,1.0,14.5,2.5,0.5,1.0,0.0,0.3,18.8,2.5
1.0,2020-01-30T15:23:21.000,2020-01-30T16:12:34.000,1.0,7.6,1.0,N,24,138,1.0,34.0,0.0,0.5,8.0,0.0,0.3,42.8,0.0
2.0,2020-01-30T15:01:19.000,2020-01-30T15:14:36.000,1.0,1.63,1.0,N,43,142,1.0,10.0,0.0,0.5,2.0,0.0,0.3,15.3,2.5
2.0,2020-01-30T15:17:06.000,2020-01-30T15:26:29.000,1.0,0.81,1.0,N,142,143,1.0,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
2.0,2020-01-30T15:09:14.000,2020-01-30T15:17:48.000,2.0,0.75,1.0,N,161,48,1.0,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
2.0,2020-01-30T15:42:00.000,2020-01-30T15:56:05.000,1.0,2.02,1.0,N,164,141,1.0,11.0,0.0,0.5,17.01,0.0,0.3,31.31,2.5
2.0,2020-01-30T15:58:17.000,2020-01-30T16:09:48.000,1.0,1.6,1.0,N,141,236,1.0,9.0,0.0,0.5,2.46,0.0,0.3,14.76,2.5
1.0,2020-01-30T15:18:16.000,2020-01-30T15:46:08.000,1.0,9.4,1.0,N,132,56,2.0,29.5,0.0,0.5,0.0,0.0,0.3,30.3,0.0
1.0,2020-01-30T15:46:36.000,2020-01-30T16:13:05.000,1.0,8.6,2.0,N,56,230,2.0,52.0,2.5,0.5,0.0,11.12,0.3,66.42,2.5
1.0,2020-01-30T15:08:33.000,2020-01-30T15:18:13.000,1.0,1.0,1.0,N,142,230,2.0,8.0,2.5,0.5,0.0,0.0,0.3,11.3,2.5
1.0,2020-01-30T15:29:05.000,2020-01-30T15:40:14.000,1.0,1.2,1.0,N,163,164,1.0,9.0,2.5,0.5,2.45,0.0,0.3,14.75,2.5
1.0,2020-01-30T15:53:54.000,2020-01-30T16:03:43.000,3.0,0.5,1.0,N,161,163,1.0,7.5,3.5,0.5,2.35,0.0,0.3,14.15,2.5
2.0,2020-01-30T15:02:10.000,2020-01-30T15:28:03.000,1.0,3.44,1.0,N,141,90,1.0,17.5,0.0,0.5,4.16,0.0,0.3,24.96,2.5
2.0,2020-01-30T15:29:55.000,2020-01-30T15:37:28.000,1.0,1.13,1.0,N,90,249,2.0,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5
2.0,2020-01-30T15:55:50.000,2020-01-30T16:16:19.000,1.0,2.4,1.0,N,107,141,1.0,14.0,0.0,0.5,2.0,0.0,0.3,19.3,2.5
2.0,2020-01-30T15:02:39.000,2020-01-30T16:06:50.000,1.0,16.38,2.0,N,164,132,1.0,52.0,0.0,0.5,10.0,0.0,0.3,65.3,2.5
2.0,2020-01-30T15:51:29.000,2020-01-30T15:58:44.000,1.0,0.82,1.0,N,141,236,1.0,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5
1.0,2020-01-30T15:10:52.000,2020-01-30T15:38:39.000,1.0,3.1,1.0,N,140,234,1.0,18.5,2.5,0.5,1.0,0.0,0.3,22.8,2.5
1.0,2020-01-30T15:52:12.000,2020-01-30T15:57:16.000,1.0,0.9,1.0,N,137,162,2.0,5.5,2.5,0.5,0.0,0.0,0.3,8.8,2.5
2.0,2020-01-30T15:34:30.000,2020-01-30T15:50:26.000,1.0,1.79,1.0,N,4,249,1.0,11.5,0.0,0.5,3.7,0.0,0.3,18.5,2.5
1.0,2020-01-30T15:52:32.000,2020-01-30T15:59:02.000,1.0,0.7,1.0,N,230,186,1.0,6.0,2.5,0.5,2.0,0.0,0.3,11.3,2.5
2.0,2020-01-30T15:26:33.000,2020-01-30T15:36:14.000,1.0,0.99,1.0,N,264,264,1.0,7.5,0.0,0.5,3.24,0.0,0.3,14.04,2.5
2.0,2020-01-30T15:39:19.000,2020-01-30T15:43:01.000,1.0,0.34,1.0,N,264,264,4.0,-4.5,0.0,-0.5,0.0,0.0,-0.3,-7.8,-2.5
2.0,2020-01-30T15:39:19.000,2020-01-30T15:43:01.000,1.0,0.34,1.0,N,264,264,2.0,4.5,0.0,0.5,0.0,0.0,0.3,7.8,2.5
2.0,2020-01-30T15:44:54.000,2020-01-30T15:48:05.000,1.0,0.58,1.0,N,264,264,1.0,4.0,0.0,0.5,1.82,0.0,0.3,9.12,2.5
2.0,2020-01-30T15:55:25.000,2020-01-30T16:06:17.000,1.0,1.33,1.0,N,264,264,1.0,8.5,0.0,0.5,1.0,0.0,0.3,12.8,2.5
2.0,2020-01-30T15:04:13.000,2020-01-30T15:15:04.000,1.0,1.61,1.0,N,143,238,1.0,9.0,0.0,0.5,3.08,0.0,0.3,15.38,2.5
2.0,2020-01-30T15:58:32.000,2020-01-30T16:05:10.000,1.0,0.98,1.0,N,262,237,1.0,6.0,0.0,0.5,1.25,0.0,0.3,10.55,2.5
2.0,2020-01-30T15:02:55.000,2020-01-30T15:27:34.000,1.0,7.26,1.0,N,238,13,1.0,25.0,0.0,0.5,7.08,0.0,0.3,35.38,2.5
2.0,2020-01-30T15:44:18.000,2020-01-30T15:54:32.000,1.0,1.05,1.0,N,234,186,2.0,8.0,0.0,0.5,0.0,0.0,0.3,11.3,2.5
2.0,2020-01-30T15:56:00.000,2020-01-30T16:03:57.000,1.0,0.96,1.0,N,186,246,1.0,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
2.0,2020-01-30T15:11:57.000,2020-01-30T15:17:49.000,1.0,1.36,1.0,N,246,48,1.0,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5
2.0,2020-01-30T15:39:40.000,2020-01-30T15:51:14.000,2.0,2.88,1.0,N,90,13,1.0,11.0,0.0,0.5,4.29,0.0,0.3,18.59,2.5
1.0,2020-01-30T15:34:59.000,2020-01-30T16:40:37.000,1.0,16.9,2.0,N,230,132,1.0,52.0,2.5,0.5,12.25,6.12,0.3,73.67,2.5
